Station_ID,Total_Revenue
18351,2861.8399658203125
22931,2859.990020751953
16193,2848.550048828125
22023,2847.1399688720703
17662,2839.3899536132812
27992,2838.3900146484375
18749,2835.6500244140625
27199,2832.189956665039
25679,2831.6399536132812
10200,2831.580078125
25291,2828.3499755859375
14318,2827.4100341796875
25484,2821.719985961914
29213,2819.8900756835938
25617,2815.43994140625
23952,2809.2100219726562
21606,2808.3199462890625
28321,2807.709945678711
23401,2802.0699462890625
10807,2799.8899841308594
14834,2797.2799682617188
11575,2794.169990539551
12742,2792.8499755859375
13096,2790.1100158691406
27874,2788.0399780273438
16407,2781.669921875
18125,2781.2000122070312
19689,2780.4199981689453
21125,2779.899917602539
25450,2778.7900390625
11580,2777.969970703125
22472,2776.590019226074
16574,2774.60009765625
28246,2774.0499572753906
22408,2764.7999877929688
27327,2761.8900299072266
14546,2761.480010986328
17455,2756.3299865722656
21461,2755.659912109375
26308,2753.3699951171875
27973,2753.1200561523438
29478,2750.3600463867188
20267,2749.760009765625
25237,2741.139923095703
16903,2731.6000366210938
15897,2731.010009765625
25083,2731.0099487304688
17672,2728.6700439453125
27281,2728.4700317382812
23884,2723.919952392578
13996,2714.760040283203
29590,2712.4299926757812
24257,2707.8499755859375
11958,2706.260025024414
10224,2706.050018310547
17634,2705.2899475097656
18208,2705.040008544922
16691,2701.949951171875
14252,2698.719970703125
17251,2696.740005493164
15611,2688.4199829101562
18660,2685.7100219726562
21235,2682.760009765625
14158,2669.909980773926
23243,2668.9299926757812
22451,2667.429962158203
24909,2666.8499755859375
25850,2665.360076904297
24222,2664.189971923828
26433,2657.4000244140625
28473,2656.919921875
14043,2650.1799926757812
28989,2647.220001220703
18340,2646.9200439453125
22455,2644.5899658203125
27114,2643.8699340820312
22592,2640.1499633789062
14800,2639.509979248047
15233,2638.530029296875
18373,2631.949981689453
28326,2631.7300415039062
22446,2631.1200561523438
19223,2626.0599975585938
25815,2623.5599822998047
16687,2619.739990234375
25716,2615.770050048828
27824,2612.3799438476562
15056,2611.220001220703
18535,2610.5899658203125
16303,2609.1599731445312
29055,2604.3500061035156
28668,2602.5700302124023
28627,2596.8999633789062
20336,2595.1099853515625
14865,2594.6000213623047
24249,2591.3699951171875
26316,2588.3600463867188
18753,2587.93994140625
13439,2585.8099975585938
26747,2577.0599670410156
23066,2576.810028076172
17025,2576.3800735473633
20618,2574.550048828125
12148,2572.3700256347656
22093,2571.759979248047
13738,2570.7300415039062
20936,2565.75
22053,2564.0399475097656
16781,2563.9300842285156
11561,2561.9100036621094
14275,2560.1300659179688
15905,2558.0800170898438
25102,2556.2799682617188
11035,2553.4400024414062
21753,2552.9299926757812
19661,2552.8300018310547
20516,2550.3099670410156
28825,2547.2000274658203
17170,2547.18994140625
17084,2544.7100524902344
19398,2544.429931640625
26041,2540.5399475097656
10030,2537.330078125
16991,2536.1499633789062
15273,2534.230010986328
11401,2533.1399841308594
20389,2531.469970703125
16106,2529.1600341796875
18626,2526.1900024414062
16103,2519.699996948242
11942,2518.3600463867188
18458,2517.6199951171875
16481,2514.969970703125
22739,2511.62996673584
26810,2511.1900024414062
20784,2505.18994140625
12513,2504.959991455078
14092,2503.720016479492
29144,2502.4400329589844
13411,2500.06005859375
12047,2498.9800567626953
17149,2497.1199951171875
19535,2495.8900451660156
23085,2493.3699645996094
29257,2490.1000061035156
22283,2488.680000305176
10848,2488.0800170898438
17053,2486.8899536132812
12906,2485.4700317382812
10286,2485.439971923828
18160,2484.1400146484375
12475,2480.87996673584
13064,2479.9200439453125
22572,2479
11021,2475.3399658203125
15988,2472.3999633789062
28986,2471.8399658203125
10254,2460.0999755859375
14576,2459.399971008301
15791,2456.97998046875
26582,2456.27001953125
18169,2454.100067138672
23987,2453.3400268554688
29664,2452.4000549316406
16527,2451.5200119018555
14416,2451.25
19494,2450.9600219726562
13717,2450.769973754883
26716,2449.2599487304688
19844,2448.929931640625
23699,2448.1100463867188
18588,2447.2699966430664
15849,2444.1600341796875
13383,2437.3900146484375
15655,2436
10589,2435.8799743652344
16336,2434.759979248047
17040,2433.1400146484375
10209,2432.6300354003906
10737,2431.240020751953
26447,2430.209991455078
22579,2429.4500732421875
29124,2423.699981689453
12472,2423.4300079345703
16177,2422.22998046875
27207,2420.0400390625
26841,2417.8800506591797
25414,2417
20059,2414.64990234375
21762,2412.439956665039
23542,2407.340057373047
21187,2405.469970703125
22694,2404.9500122070312
28920,2401.0799713134766
25409,2398.6500244140625
15593,2395.010025024414
27875,2394.4700317382812
24223,2393.1299743652344
21822,2391.6400146484375
15631,2390.739990234375
27241,2390.489990234375
14303,2389.9600830078125
26058,2386.019973754883
23737,2384.8700561523438
10022,2382.0999755859375
28736,2381.4599609375
19225,2379.939956665039
10366,2379.449920654297
16342,2378.8900146484375
19851,2377.1199951171875
13760,2377.1100158691406
20179,2375.3800048828125
14763,2373.8399963378906
29442,2372.3599166870117
11608,2371.18994140625
28461,2370.6300354003906
10986,2370.25
26505,2370.1499633789062
13112,2368.6600341796875
11284,2368.419921875
22707,2368.0499877929688
24274,2367.570037841797
22251,2366.9400024414062
11361,2364.6200256347656
23868,2362.3800048828125
13236,2361.8600006103516
25266,2361.3499755859375
13245,2361.010009765625
26018,2360.6700439453125
25003,2360.5
14501,2359.780059814453
29413,2357.22998046875
25783,2356.9199829101562
19161,2356.699981689453
10169,2353.729995727539
17834,2351.3899536132812
25632,2350.3499908447266
24104,2350.1100463867188
19035,2350.000030517578
18722,2348.6100463867188
17292,2348.3700256347656
16550,2348.2999420166016
25789,2346.989974975586
28148,2342.409912109375
18189,2341.0000915527344
18246,2340.9600830078125
24078,2339.6600036621094
21580,2339.199951171875
20624,2336.469940185547
28581,2332.0999450683594
22673,2331.7899780273438
29544,2330.3699951171875
10003,2330.1900024414062
15183,2328.1700439453125
21032,2327.949951171875
15914,2325.8899536132812
26586,2325.8599853515625
20213,2324.699920654297
11178,2324.6200561523438
27459,2323.760009765625
26236,2321.759994506836
17690,2321.1199340820312
20489,2320.3800659179688
20428,2320.009979248047
29482,2319.8399658203125
27909,2319.6200561523438
20171,2319.4600219726562
28877,2317.81005859375
10481,2316.949951171875
23151,2316.030029296875
23989,2313.1700592041016
25829,2309.3700256347656
24426,2309.2500610351562
28067,2307.9299926757812
22328,2306.0799102783203
29187,2302.8300018310547
10632,2302.3800048828125
16047,2301.519973754883
23121,2300.7000732421875
20193,2300.349983215332
18179,2291.6000061035156
12414,2291.3699951171875
26614,2291.3500061035156
16504,2288.5799865722656
28758,2287.530029296875
11054,2287.070068359375
11551,2284.969970703125
20040,2284.9500122070312
12586,2284.6500244140625
29748,2283.9100036621094
10500,2279.9600830078125
27393,2279.8199768066406
14509,2279.0999908447266
22575,2277.679962158203
29811,2276.3800048828125
20697,2275.2799682617188
24359,2274.6800079345703
20317,2270.0599670410156
24353,2269.0399780273438
16301,2266.6300048828125
12888,2266.600067138672
11252,2265.9900512695312
27461,2265.310028076172
20311,2265.1500701904297
29735,2264.3400268554688
20265,2263.5800018310547
18135,2261.699951171875
25894,2259.780029296875
10120,2258.1800537109375
13580,2256.449951171875
27682,2256.3499755859375
20487,2255.3599853515625
27057,2254.9100952148438
12918,2254.77001953125
10657,2254.1099853515625
29177,2253.9100036621094
24142,2253.4200439453125
11435,2252.8599853515625
24050,2250.5199813842773
27124,2249.929931640625
11194,2248.739990234375
13856,2248.3999633789062
12685,2247.77001953125
19366,2247.719970703125
21096,2246.5499877929688
16697,2246.0299377441406
16859,2245.010009765625
12120,2244.979949951172
17767,2243.6400146484375
12307,2242.1700439453125
11101,2242.169967651367
11779,2241.7999877929688
19262,2241.3699951171875
23214,2240.2200317382812
22657,2239.929931640625
12131,2237.47998046875
18531,2235.459991455078
12138,2234.4700317382812
14904,2234.4200439453125
26825,2234.090042114258
17751,2233.199951171875
13381,2231.510009765625
12159,2231.1900329589844
20795,2230.5
19426,2230.2000122070312
16614,2230.1299896240234
11103,2227.3599853515625
23097,2227.0099487304688
29196,2225.3999938964844
19460,2223.969970703125
24051,2223.060028076172
19861,2222.7100219726562
12313,2221.790008544922
16517,2219.3999938964844
22623,2218.5799865722656
18325,2218.509979248047
28264,2218.5099487304688
10210,2218.3399658203125
22345,2218.1199951171875
24881,2217.5199584960938
16139,2216.6200561523438
23562,2213.02001953125
18391,2212.8399047851562
11787,2211.1300048828125
26566,2209.9200439453125
15674,2208.8599548339844
21351,2208.7699584960938
27825,2207.2999267578125
15020,2206.97998046875
18610,2206.4299926757812
20734,2205.1700134277344
12556,2204.5299682617188
22643,2204.290008544922
19348,2203.3699951171875
19830,2202.8200073242188
14611,2201.8699951171875
19187,2201.1700439453125
18444,2200.529998779297
17795,2198.5899658203125
26744,2198.0400390625
13344,2197.25
14201,2195.7300415039062
15762,2195.2499237060547
13317,2194.3800659179688
15991,2194.3799438476562
24195,2193.0999755859375
18288,2192
16786,2189.1199951171875
27087,2189.1099853515625
27305,2188.080047607422
18461,2187.4100494384766
13097,2187.0900268554688
16332,2184.350067138672
14927,2183.5499877929688
14285,2182.4400024414062
24716,2181.800048828125
19532,2180.140007019043
10559,2179.060028076172
16685,2178.9700927734375
24121,2176.580032348633
14453,2174.9099731445312
19326,2172.2799682617188
27812,2171.239990234375
17366,2171.1499786376953
26490,2170.5399780273438
22469,2168.56005859375
18564,2164.8800048828125
27030,2164.8799438476562
20880,2163.1000366210938
22970,2162.790008544922
15177,2162.4299926757812
16215,2160.22998046875
27900,2159.570068359375
26940,2159.1099243164062
28353,2158.979995727539
23846,2158.3099975585938
12488,2157.8400268554688
25963,2156.469970703125
21447,2156.1500244140625
14104,2155.8199768066406
14744,2155.100067138672
15121,2154.540008544922
25381,2153.7400512695312
29514,2152.6499633789062
24412,2152.229949951172
18314,2151.47998046875
11457,2150.7999877929688
23298,2150.7300415039062
15330,2150.7100219726562
24816,2148.730010986328
22245,2147.530029296875
28662,2147.3299560546875
25094,2146.949951171875
19094,2145.25
23972,2145.0499877929688
27960,2144.2100372314453
19695,2144.2000122070312
12143,2143.990020751953
20778,2143.6099853515625
18741,2141.8300247192383
13280,2141.080032348633
14196,2140.6600036621094
11392,2139.6200256347656
24860,2138.3199462890625
11191,2136.139923095703
25852,2136.0399780273438
18653,2135.4100341796875
15196,2135.070068359375
15373,2134.25
29242,2132.9100189208984
13084,2130.3999633789062
13328,2130.0399780273438
13659,2129.9100646972656
21614,2127.679931640625
24890,2127.0900268554688
18713,2125.9800186157227
22487,2124.52001953125
28597,2124.3400268554688
16112,2123.9700317382812
23129,2122.530029296875
18611,2122.1600341796875
17182,2121.9999389648438
28982,2120.8699951171875
10738,2119.9700622558594
16583,2119.3699645996094
18153,2118.9500122070312
15998,2117.6700439453125
21304,2117.310028076172
13593,2116.6399536132812
14647,2112.9000244140625
11986,2112.43994140625
12766,2112.3799743652344
11547,2111.9000244140625
10341,2111.4600524902344
16233,2110.739959716797
29127,2109.52001953125
18102,2108.9600219726562
19255,2108.1900329589844
19642,2105.6500244140625
18372,2105.2300415039062
25928,2104.6200561523438
21924,2104.4799880981445
22069,2104
28304,2102.780029296875
27273,2102.740020751953
28575,2102.310028076172
26456,2102.22998046875
29240,2100.8899536132812
16854,2098.029998779297
15544,2097.080032348633
15992,2095.81005859375
24837,2094.0499877929688
24041,2093.3099365234375
27183,2093.030029296875
24920,2092.2999267578125
20882,2091.6699829101562
10860,2091.22998046875
12519,2088.3599853515625
26184,2087.509979248047
17146,2085.6799926757812
17550,2082.7799682617188
28345,2082.3300170898438
27530,2082.2599487304688
27628,2080.6300048828125
12055,2079.6400146484375
28513,2078.3599548339844
22197,2078.1399841308594
18898,2076.3199462890625
20671,2074.5099487304688
24660,2072.4200134277344
18068,2072.0899658203125
22874,2068.590057373047
24228,2067.9700317382812
11871,2066.6000366210938
22946,2064.1400146484375
21389,2063.699981689453
22219,2062.9200134277344
17497,2062.6299438476562
15477,2061.799980163574
28779,2059.7700805664062
10780,2058.719970703125
14531,2056.5800170898438
23462,2055.739990234375
21377,2055.6300048828125
28815,2055.4099731445312
28324,2055.2899780273438
15114,2054.7500610351562
14157,2054.6199951171875
20996,2054.0099487304688
20904,2052.6500244140625
28396,2051.8599853515625
15170,2051.8599853515625
10007,2051.6900634765625
13804,2051.6499633789062
14072,2051.459976196289
24178,2051.169952392578
16894,2050.9200439453125
12932,2050.5299682617188
18363,2049.5999755859375
17083,2049.3700561523438
20581,2048.280029296875
11544,2045.9199829101562
19550,2045.4700317382812
22424,2045.27001953125
12293,2045.2000122070312
21645,2044.1799926757812
13228,2041.9199829101562
16684,2041.9000244140625
26965,2041.5400085449219
19358,2041.4099731445312
15117,2041.3199768066406
28853,2041.0899353027344
17140,2040.2899780273438
15507,2040.219970703125
22211,2038.9099731445312
21853,2035.7099914550781
24658,2035.6000061035156
16826,2035.52001953125
24937,2035.2399673461914
22141,2034.8300170898438
18475,2033.0399780273438
15303,2032.7799682617188
21890,2030.9599609375
20601,2029.1699829101562
29820,2029.0000305175781
23849,2028.2999877929688
15244,2027.1700134277344
17744,2026.8699951171875
17169,2026.5700073242188
23519,2026.3699951171875
16928,2026.3699340820312
14725,2025.4799499511719
22433,2025.3299560546875
10110,2025.22998046875
16304,2024.8199920654297
17713,2024.1700439453125
20150,2023.5199890136719
21333,2023.2000427246094
11741,2023.0499801635742
15450,2019.2199401855469
13125,2018.8900146484375
15978,2018.489990234375
13333,2017.6699829101562
13532,2015.9700317382812
29393,2012.0499801635742
27156,2011.4399871826172
24065,2011.3199462890625
19635,2010.5999755859375
15572,2010.5399169921875
11406,2010.1799926757812
29569,2010.0400085449219
23978,2009.0800323486328
28669,2009.050064086914
10075,2008.7400207519531
18166,2007.9200439453125
20638,2007.6000366210938
16101,2007.010009765625
20706,2006.7300109863281
10417,2006.6199951171875
29352,2006.0699462890625
18932,2003.0499877929688
18309,2002.7700500488281
29324,2002.7000122070312
12484,2002.4599609375
19450,2002.4200439453125
11519,2000.8900146484375
17580,2000.8299560546875
23018,1999.6400146484375
12631,1999.5900268554688
12323,1999.1900634765625
22953,1999.02001953125
11729,1996.070068359375
21743,1995.6700439453125
28540,1994.8600158691406
24562,1994.3900146484375
14578,1994.2000732421875
29288,1993.010009765625
11416,1992.0400390625
29011,1990.6300659179688
29897,1989.4299926757812
16418,1989.2699890136719
29809,1986.8999633789062
21300,1986.199951171875
24665,1985.7100677490234
18092,1985.679931640625
21334,1983.6900024414062
29847,1983.1699829101562
23823,1983.0800018310547
29913,1982.6799926757812
11607,1980.2300109863281
24446,1979.47998046875
28301,1979.2600708007812
10579,1979.2400512695312
28515,1978.8599243164062
11917,1978.4400024414062
17785,1975.8099975585938
15605,1972.4000244140625
17727,1970.4500122070312
22608,1970.25
13207,1970.1400299072266
26225,1970.0699920654297
17010,1969.870018005371
27337,1969.2000122070312
12495,1969.1400146484375
15780,1969.1199340820312
29364,1967.0899963378906
24126,1966.9500122070312
28194,1966.6200561523438
26701,1966.2699584960938
20756,1966.2099609375
25477,1966.1300048828125
28173,1966.0399780273438
26671,1965.7799682617188
20324,1965.750015258789
26221,1965.4800109863281
27994,1964.9400177001953
25311,1964.7899169921875
20757,1964.4600830078125
21739,1961.5299682617188
26030,1961.5
25684,1959.3900604248047
22514,1959.2599487304688
21002,1958.2599487304688
14203,1957.9500122070312
22721,1956.5599975585938
14672,1955.9000091552734
26186,1955.6900024414062
17779,1955.3800048828125
25924,1955.0799560546875
10318,1954.8099975585938
17750,1952.999984741211
27614,1952.8099975585938
13450,1952.4000244140625
18871,1952.2100219726562
29491,1952.1400299072266
17323,1951.3399658203125
24282,1951.1399536132812
14493,1950.22998046875
18136,1949.4000549316406
21241,1948.2499389648438
23676,1946.6100463867188
26649,1946.2999877929688
11196,1945.4900817871094
22894,1945.3999633789062
18055,1944.5399780273438
18014,1944.1300659179688
11648,1943.8300170898438
11206,1943.5099792480469
29525,1943.3400115966797
20634,1943.2399520874023
11154,1943.22998046875
25486,1942.8100128173828
26721,1942.2899780273438
21386,1941.8399658203125
17089,1941.77001953125
28860,1941.5399780273438
14685,1940.739990234375
20133,1940.4299926757812
21134,1938.6300659179688
17928,1937.8899536132812
16693,1937.6500549316406
10465,1937.5199584960938
28098,1937.5099487304688
15584,1937.2900199890137
19668,1935.0499572753906
24070,1934.800048828125
26103,1933.7100219726562
15891,1932.5700073242188
22306,1931.7799987792969
27988,1931.6799926757812
28629,1930.219955444336
15317,1929.5299682617188
12776,1929.4300537109375
23848,1929.2200317382812
15366,1929.0699462890625
22882,1928.489990234375
19826,1928.4700317382812
28397,1928.3699951171875
24841,1928.0499267578125
14474,1928.030029296875
19144,1927.9800415039062
22508,1927.719970703125
23317,1927.7199401855469
17299,1927.7000427246094
26230,1926.8000183105469
10699,1925.3300170898438
21162,1924.0500183105469
16310,1924.0199890136719
22237,1923.8200073242188
23816,1923.3000183105469
20035,1923.1600341796875
15360,1922.9199829101562
10512,1921.6199951171875
12470,1921.3599472045898
25906,1921.1700286865234
10821,1921.1199340820312
13171,1921.0499877929688
16909,1920.9299926757812
25920,1920.199951171875
10203,1919.3900146484375
19555,1917.6799926757812
14010,1917.6099853515625
19306,1916.9299926757812
18104,1916.4100341796875
18015,1914.969970703125
22102,1913.9599609375
13805,1913.7400207519531
18291,1913.6600341796875
26007,1913.0199584960938
23436,1912.6700134277344
25147,1912.0399780273438
11677,1911.9500122070312
26503,1910.9800567626953
13885,1910.3300170898438
22125,1908.6400451660156
24575,1908.619987487793
17081,1908.1000366210938
14351,1907.3600463867188
16650,1907.1299591064453
23346,1907.0499420166016
22530,1907.030029296875
18339,1906.430030822754
22598,1906.280029296875
28706,1905.5600280761719
11068,1904.2900085449219
16450,1904.1999816894531
12465,1903.6500244140625
17018,1903.6300048828125
12895,1902.6000061035156
24180,1902.3400268554688
23089,1901.8699951171875
27861,1901.6300354003906
28480,1901.6099853515625
14123,1900.9900360107422
25719,1900.6099853515625
26371,1900.4599609375
29112,1900.4200439453125
11976,1899.3599853515625
24230,1898.760009765625
29017,1898.6999816894531
22569,1898.5599365234375
19933,1897.72998046875
24339,1897.2300109863281
14653,1897.22998046875
23345,1896.989990234375
24903,1896.7899780273438
25907,1896.3700561523438
19991,1896.0999755859375
13161,1895.2000732421875
24954,1894.3200225830078
20301,1892.8099975585938
16324,1892.6900024414062
22920,1891.8700561523438
21477,1891.4199829101562
23980,1889.8299560546875
14776,1888.8799743652344
26831,1888.72998046875
24015,1888.2799987792969
20529,1887.8500213623047
29214,1887.0299682617188
21868,1886.2399597167969
14987,1885.6799926757812
11686,1885.5900268554688
13326,1884.6699523925781
26079,1884.5999755859375
25704,1883.4200439453125
12862,1882.9999694824219
13574,1882.0699768066406
26087,1881.8099975585938
12359,1881.72998046875
29185,1881.3200073242188
22480,1881.1699829101562
14174,1881.0299682617188
16622,1880.7400512695312
10825,1880.219970703125
13053,1879.9999694824219
22196,1879.280029296875
19399,1878.3299560546875
28890,1877.6000366210938
16545,1877.2799682617188
17281,1876.6400146484375
27564,1876.4900512695312
25981,1875.8099822998047
21262,1875.6800231933594
16592,1875.5899658203125
10240,1875.0800170898438
17942,1874.1099853515625
17782,1873.7899780273438
18779,1873.7599487304688
26572,1873.5399780273438
26527,1873.2200317382812
14206,1871.989974975586
11953,1869.6099853515625
12381,1869.5399780273438
25169,1869.449951171875
26240,1868.6000366210938
14385,1867.6699981689453
17002,1866.8000183105469
21719,1866.6699829101562
27302,1866.6599731445312
13577,1866.6300048828125
22463,1866.2300415039062
27933,1864.6900024414062
12982,1864.5600280761719
24733,1864.5299682617188
10927,1863.719970703125
19841,1862.800048828125
27369,1862.72998046875
26110,1862.7000122070312
16782,1862.6900024414062
29562,1862.3599700927734
25247,1862.1100006103516
24964,1861.5499877929688
14941,1861.3599853515625
11573,1861.0599975585938
10298,1859.3799896240234
22415,1857.8499755859375
16520,1857.8200073242188
10206,1857.5
10171,1856.3799591064453
23573,1856.2100219726562
26839,1855.8900451660156
14892,1855.6399536132812
26828,1855.469970703125
16333,1855.3500366210938
13666,1855.3300170898438
24515,1855.2300415039062
26861,1854.989990234375
18219,1854.4100341796875
12609,1854.3699951171875
29387,1853.8299865722656
28657,1853.8200073242188
18904,1853.5199661254883
26878,1853.1600341796875
20775,1852.8400573730469
25332,1852.4600219726562
17950,1851.2500305175781
18832,1850.8400268554688
27503,1850.830078125
24391,1850.739990234375
29803,1850.7199401855469
10057,1850.6900024414062
10275,1850.4999389648438
11625,1848.0499725341797
26323,1847.6400146484375
11602,1846.3199462890625
11155,1846.2099609375
22595,1845.5599975585938
26172,1845.469970703125
25896,1845.25
22710,1845.1200103759766
12151,1844.9799499511719
11055,1844.550048828125
29691,1844.3999328613281
16401,1844.18994140625
26969,1843.9500732421875
12663,1842.8400268554688
15185,1842.6700134277344
23842,1842.4099731445312
24598,1841.5900268554688
24106,1841.1899719238281
20594,1840.8500366210938
25100,1837.1900329589844
10412,1837.0499877929688
21555,1836.9500274658203
19659,1836.550048828125
18234,1836.5299682617188
27848,1836.3900146484375
27479,1836.3499755859375
25782,1835.3500061035156
18083,1834.6000061035156
24214,1833.77001953125
13697,1833.239990234375
10544,1832.929931640625
17079,1832.6200256347656
21864,1832.489990234375
19692,1831.9900512695312
19758,1831.6799926757812
16801,1831.0899658203125
15537,1829.8700103759766
17877,1829.8499755859375
26675,1827.6100463867188
23428,1827.5299682617188
26562,1825.9300537109375
26388,1825.489990234375
14582,1825.2499389648438
22941,1825
21190,1823.649917602539
16012,1823.0399780273438
16970,1822.6600341796875
19024,1822.5899658203125
15980,1822.3499755859375
10676,1822.0700073242188
12961,1821.2300415039062
11141,1819.3800659179688
12287,1818.8399963378906
20879,1818.6799926757812
24831,1818.2099914550781
20132,1817.7000122070312
28028,1817.5400085449219
19570,1816.9299850463867
19322,1816.3500366210938
11288,1815.2499542236328
12600,1814.6699829101562
27583,1814.4900512695312
20613,1813.6099853515625
10808,1812.9900512695312
25170,1812.6699981689453
25155,1811.929946899414
12699,1811.4399719238281
13493,1811.0700073242188
24197,1810.7000122070312
23674,1809.1300048828125
24685,1808.6200256347656
17439,1808.6199645996094
22995,1807.6000366210938
16119,1806.7999725341797
23229,1803.9800415039062
19905,1803.4000091552734
22024,1801.5299758911133
20839,1800.6199340820312
16743,1799.8900451660156
15691,1799.6900024414062
11653,1799.5299987792969
10611,1799.2300262451172
16715,1798.8399658203125
17223,1798.7000122070312
17124,1798.0599670410156
12543,1798.0099487304688
13288,1797.6699676513672
14702,1796.510009765625
13050,1796.3500366210938
14039,1796.0900268554688
15938,1795.9000244140625
15864,1795.6900329589844
27379,1795.5699462890625
10260,1795.1000061035156
27477,1795.0199584960938
29114,1794.6300659179688
11137,1794.550048828125
27536,1794.4199829101562
19920,1793.7799987792969
27055,1792.9800109863281
15816,1792.3399810791016
12298,1791.6900634765625
29643,1791.1900482177734
22627,1790.6499786376953
13198,1790.6000061035156
11624,1790.5499877929688
15004,1790.199951171875
15490,1789.6299438476562
20750,1789.0500183105469
23818,1788.9000244140625
17961,1787.8599243164062
23476,1787.77001953125
22326,1786.7900085449219
21215,1786.669921875
28914,1786.6199340820312
12187,1783.9199829101562
29051,1782.9599914550781
22689,1782.4400024414062
18667,1782.3199462890625
27317,1781.3699951171875
19143,1781.2399597167969
24641,1780.6499633789062
12280,1780.5299530029297
21579,1779.72998046875
28103,1779.189956665039
28965,1778.9299774169922
12721,1778.6799621582031
24647,1778.5399780273438
14426,1778.2400207519531
24755,1778.0599975585938
11472,1777.5
29650,1777.030029296875
11368,1777.0299682617188
20754,1777.010009765625
14959,1775.5800170898438
28971,1775.5400390625
28448,1775.3600158691406
22430,1775.2900085449219
28708,1774.9300537109375
13817,1774.8600158691406
29789,1772.8800201416016
22593,1772.1199951171875
27058,1771.3099670410156
17548,1771.0400390625
21730,1769.5599975585938
16232,1768.8700561523438
16447,1767.6500549316406
26529,1767.4899597167969
15521,1766.989990234375
14282,1766.2999877929688
28052,1765.3999938964844
29853,1764.3099975585938
17391,1763.780029296875
16561,1762.8499755859375
15313,1762.4299926757812
24454,1762.3699645996094
16886,1762.3300170898438
21269,1762.06005859375
18568,1761.5900268554688
10185,1760.739990234375
26506,1760.739990234375
13332,1760.719970703125
12492,1760.3900451660156
20700,1760.2600479125977
13128,1759.6499633789062
11357,1759.5900268554688
24040,1759.4500122070312
12328,1759.3699340820312
19983,1759.1900024414062
13066,1758.510025024414
29622,1757.9199829101562
13536,1757.8099975585938
25931,1757.530029296875
11525,1757.4800415039062
19556,1756.6500244140625
11062,1756.1599731445312
25659,1755.0500259399414
12388,1754.5900268554688
19903,1754.4299926757812
17213,1753.1899871826172
27879,1753.0599975585938
11333,1751.070068359375
20874,1749.469970703125
15314,1749.1199951171875
12825,1746.580078125
26091,1746.3399658203125
26544,1746.3099975585938
16105,1746.0000305175781
29959,1745.9299926757812
11783,1745.489990234375
12823,1745.4700012207031
24281,1745.030029296875
